	CFS: CD4 (S2,S4,S6) - TA (S1,S3,S5) - Healthy: CD4 (S8) - TA (S7)
ACSM4	0.0
ZNF804B	0.0
ACRV1	0.0
ACR	0.0
RAX	0.0
RBM46	0.0
ACOT12	0.0
ACOT1	0.0
ACOD1	0.0
RBMY1A1	0.0
RBMY1B	0.0
RBMY1D	0.0
RBMY1E	0.0
RBMY1F	0.0
RBMY1J	0.0
RBP2	0.0
RBP4	0.0
RBPJL	0.0
RNF169	0.0
RBPMS2	0.0
RASL12	0.0
ZNF735	0.0
ZNF705G	0.0
ADGRB3	0.0
RAD51AP2	0.0
ADGRA1	0.0
ADCYAP1R1	0.0
ADCYAP1	0.0
RAET1L	0.0
ROS1	0.0
RORB	0.0
RALYL	0.0
RAMP2	0.0
RAMP3	0.0
ADAM2	0.0
RANBP3L	0.0
RAP1GAP	0.0
ADAMTS7	0.0
ADAMTS3	0.0
ADAMTS20	0.0
ROBO4	0.0
RAPGEF5	0.0
ADAMTS19	0.0
ADAMTS18	0.0
ZNF728	0.0
ZNF729	0.0
ADAM7	0.0
RASGEF1C	0.0
ADAMTSL1	0.0
ADGRF4	0.0
ACKR4	0.0
ACKR1	0.0
ABCG4	0.0
RFPL4A	0.0
ABCC9	0.0
ABCC12	0.0
RFX6	0.0
RFXAP	0.0
RIPPLY2	0.0
ZSCAN5B	0.0
RIPPLY1	0.0
RIPK4	0.0
RGS21	0.0
ABCA12	0.0
RNASE11	0.0
RGS7	0.0
RGS8	0.0
ZSWIM2	0.0
RIMS4	0.0
RHBDL3	0.0
RHOBTB1	0.0
RHOD	0.0
RHOJ	0.0
RIMBP2	0.0
AADACL2	0.0
AADAC	0.0
RIBC2	0.0
A3GALT2	0.0
RGS7BP	0.0
RNF150	0.0
RNASE12	0.0
RNASE7	0.0
ZNF860	0.0
RNF148	0.0
ACE2	0.0
ZNF865	0.0
ACCSL	0.0
RCOR2	0.0
RNF128	0.0
RD3L	0.0
ZNF99	0.0
ZNHIT2	0.0
ABTB2	0.0
REG1A	0.0
ZSCAN1	0.0
REG1B	0.0
REG3G	0.0
ZP2	0.0
RND2	0.0
REN	0.0
ZP4	0.0
ZPBP	0.0
RERGL	0.0
RNASE9	0.0
RESP18	0.0
REST	0.0
RETN	0.0
RNASE8	0.0
REG3A	0.0
ZNF705B	0.0
ADGRG3	0.0
ADGRG7	0.0
PRY	0.0
PRY2	0.0
PSCA	0.0
AMPD1	0.0
PSG1	0.0
PSG11	0.0
PSG3	0.0
PSG4	0.0
PSG6	0.0
PSG7	0.0
PSG8	0.0
S100G	0.0
SAA1	0.0
PSKH2	0.0
S100A7A	0.0
S100A7	0.0
AMELY	0.0
AMELX	0.0
AMBP	0.0
AMBN	0.0
S100A2	0.0
ALPP	0.0
S100A14	0.0
ALPL	0.0
ALPI	0.0
ALLC	0.0
AMHR2	0.0
ALKAL1	0.0
AMTN	0.0
PRTG	0.0
PRR15	0.0
PRR16	0.0
PRR18	0.0
PRR20A	0.0
PRR20B	0.0
PRR20C	0.0
PRR20D	0.0
PRR20E	0.0
PRR22	0.0
PRR23B	0.0
PRR23D1	0.0
PRR23D2	0.0
PRTN3	0.0
SAGE1	0.0
ZNF560	0.0
PRRX1	0.0
AMY2A	0.0
AMY1C	0.0
AMY1B	0.0
PRSS3	0.0
PRSS48	0.0
PRSS54	0.0
PRSS56	0.0
PRSS57	0.0
PRSS58	0.0
AMY1A	0.0
PRR30	0.0
RXRG	0.0
RXFP3	0.0
RXFP2	0.0
RSPO4	0.0
PYDC1	0.0
PYDC2	0.0
RSPO3	0.0
RSPO2	0.0
AGMO	0.0
AGBL1	0.0
QRFP	0.0
QRFPR	0.0
AFP	0.0
AFM	0.0
ZNF679	0.0
AGR2	0.0
RS1	0.0
ADRB3	0.0
ADRA2C	0.0
ADRA1D	0.0
ADRA1B	0.0
RAB36	0.0
RAB3C	0.0
RAB3D	0.0
RAB40AL	0.0
RPTN	0.0
ADIG	0.0
ADH7	0.0
ADGRL4	0.0
RAB1B	0.0
AGR3	0.0
AGTR1	0.0
AGXT2	0.0
PSORS1C2	0.0
ALDH3B2	0.0
ALDH1A3	0.0
ALDH1A1	0.0
PTCHD1	0.0
PTCRA	0.0
PTGFR	0.0
PTH	0.0
PTH1R	0.0
AKAP4	0.0
RTP2	0.0
AKAIN1	0.0
PTPRD	0.0
RTL9	0.0
PTPRQ	0.0
PTPRR	0.0
PTPRT	0.0
RTL4	0.0
PTX4	0.0
RTL1	0.0
PURA	0.0
AICDA	0.0
AHSP	0.0
PVALB	0.0
PVALEF	0.0
AHNAK2	0.0
PWWP3B	0.0
ANGPTL3	0.0
SFTPA1	0.0
ZIC4	0.0
SFTPA2	0.0
OR1E2	0.0
OR1E3	0.0
OR1J1	0.0
OR1J2	0.0
OR1J4	0.0
OR1K1	0.0
OR1L1	0.0
OR1L4	0.0
OR1L6	0.0
OR1N1	0.0
OR1N2	0.0
OR1P1	0.0
OR1E1	0.0
OR1Q1	0.0
OR1S2	0.0
OR2A12	0.0
OR2A14	0.0
OR2AJ1	0.0
OR2B2	0.0
OR2B3	0.0
OR2B6	0.0
OR2F2	0.0
OR2G2	0.0
OR2G3	0.0
OR2H1	0.0
OR2J1	0.0
OR1S1	0.0
OR2J3	0.0
OR1D5	0.0
OR1B1	0.0
OR10S1	0.0
OR10T2	0.0
OR10V1	0.0
OR10W1	0.0
OR10X1	0.0
OR11H1	0.0
OR11H2	0.0
OR11H4	0.0
OR11H6	0.0
OR11H7	0.0
OR11L1	0.0
OR12D1	0.0
OR1D4	0.0
OR12D2	0.0
OR13C3	0.0
OR13C4	0.0
OR13C7	0.0
OR13C8	0.0
OR13D1	0.0
OR13F1	0.0
OR13G1	0.0
OR14A16	0.0
OR14A2	0.0
OR14C36	0.0
OR14K1	0.0
OR1A2	0.0
OR13C2	0.0
OR10R2	0.0
OR2K2	0.0
OR2M5	0.0
OR4F16	0.0
OR4F3	0.0
OR4F4	0.0
OR4F6	0.0
OR4K1	0.0
OR4K14	0.0
OR4K3	0.0
OR4L1	0.0
OR4M2	0.0
OR4M2B	0.0
OR4N2	0.0
OR4N4	0.0
OR4E1	0.0
OR4N4C	0.0
OR4Q2	0.0
OR4S1	0.0
OR4S2	0.0
OR4X1	0.0
OR51A2	0.0
OR51A4	0.0
OR51A7	0.0
OR51B2	0.0
OR51B4	0.0
OR51B6	0.0
OR51E1	0.0
OR51F1	0.0
OR4N5	0.0
OR2M2	0.0
OR4D2	0.0
OR4D10	0.0
OR2M7	0.0
OR2S2	0.0
OR2T1	0.0
OR2T2	0.0
OR2T27	0.0
OR2T3	0.0
OR2T34	0.0
OR2T35	0.0
OR2T4	0.0
OR2T5	0.0
OR2W1	0.0
OR2Z1	0.0
OR4D11	0.0
OR4A15	0.0
OR4A8	0.0
OR4B1	0.0
OR4C11	0.0
OR4C12	0.0
OR4C13	0.0
OR4C15	0.0
OR4C16	0.0
OR4C3	0.0
OR4C45	0.0
OR4C46	0.0
OR4C5	0.0
OR4C6	0.0
OR4A5	0.0
OR10Q1	0.0
OR10J5	0.0
OR10J4	0.0
SLC22A6	0.0
NTRK2	0.0
NTS	0.0
C1orf185	0.0
SLC22A24	0.0
YOD1	0.0
NUDT10	0.0
SLC22A14	0.0
C1QTNF8	0.0
NUGGC	0.0
C1QTNF5	0.0
C1QTNF4	0.0
SLC22A7	0.0
SLC22A12	0.0
C1QL3	0.0
C1QC	0.0
C1QB	0.0
C1QA	0.0
ZAN	0.0
ZAR1	0.0
NUTM1	0.0
NUTM2E	0.0
NUTM2F	0.0
ZAR1L	0.0
NXF2	0.0
NXF2B	0.0
SLC22A10	0.0
NXF3	0.0
NTN1	0.0
SLC22A8	0.0
NR2E1	0.0
NR2F1	0.0
NR2F2	0.0
NR2F6	0.0
NRAP	0.0
C3orf22	0.0
SLC25A34	0.0
NRG3	0.0
C2orf78	0.0
NRSN1	0.0
C2orf73	0.0
NRXN2	0.0
C1orf210	0.0
C2orf72	0.0
NSG2	0.0
C20orf173	0.0
C20orf141	0.0
C1orf94	0.0
C1orf68	0.0
C1orf53	0.0
C1orf232	0.0
C1orf226	0.0
NT5DC4	0.0
SLC22A9	0.0
NTF3	0.0
NTF4	0.0
C2orf16	0.0
NXF5	0.0
NXPE4	0.0
NXPH1	0.0
OOSP4A	0.0
C14orf180	0.0
OPALIN	0.0
OPCML	0.0
OPHN1	0.0
OPN1MW3	0.0
OPN4	0.0
OPN5	0.0
OPRD1	0.0
OPRK1	0.0
OPRPN	0.0
OPTC	0.0
OOSP3	0.0
OR10A4	0.0
OR10AG1	0.0
OR10C1	0.0
OR10D3	0.0
SLC16A12	0.0
OR10G6	0.0
OR10G7	0.0
OR10G8	0.0
OR10G9	0.0
OR10H3	0.0
OR10H4	0.0
OR10H5	0.0
OR10J3	0.0
OR10A7	0.0
OOSP2	0.0
ONECUT2	0.0
ONECUT1	0.0
NXPH3	0.0
NYAP1	0.0
NYNRIN	0.0
NYX	0.0
SLC1A3	0.0
ZBBX	0.0
C16orf92	0.0
OBP2A	0.0
OBP2B	0.0
OCA2	0.0
C16orf90	0.0
ODAM	0.0
ODF1	0.0
ODF3L2	0.0
ODF4	0.0
SLC17A8	0.0
SLC17A2	0.0
SLC16A8	0.0
OIT3	0.0
C14orf39	0.0
OLFM3	0.0
OLFML1	0.0
OLFML2B	0.0
OLFML3	0.0
OLIG1	0.0
OLIG2	0.0
OMP	0.0
OR51F2	0.0
OR51G1	0.0
OR51G2	0.0
OR51H1	0.0
ZC2HC1B	0.0
SIK1B	0.0
PAK5	0.0
ZC3H12C	0.0
SIGLECL1	0.0
SIGLEC6	0.0
BRINP3	0.0
BRINP2	0.0
PANX1	0.0
BRINP1	0.0
PAPPA	0.0
BPY2C	0.0
PAGE3	0.0
BPY2B	0.0
SIGLEC1	0.0
BPY2	0.0
PARD6B	0.0
BPIFC	0.0
BPIFB6	0.0
SI	0.0
BPIFB4	0.0
SHOX2	0.0
BPIFB3	0.0
BPIFA2	0.0
PASD1	0.0
BPIFA1	0.0
PAQR9	0.0
PATE1	0.0
PAGE2B	0.0
BSPH1	0.0
OVCH2	0.0
SKOR2	0.0
OVOL1	0.0
OXCT2	0.0
OXGR1	0.0
BVES	0.0
OXTR	0.0
P2RX1	0.0
P2RX2	0.0
SIX4	0.0
P2RY12	0.0
P2RY2	0.0
PAGE2	0.0
BTNL2	0.0
SIRPB2	0.0
BTG4	0.0
PABPC5	0.0
PABPN1L	0.0
BTC	0.0
SIM1	0.0
ZBTB8A	0.0
BTBD16	0.0
PADI1	0.0
PADI3	0.0
PADI6	0.0
BST2	0.0
SIRPD	0.0
PATE2	0.0
PATE4	0.0
BPI	0.0
PDIA2	0.0
BECN2	0.0
BDKRB2	0.0
BCO1	0.0
SH2D5	0.0
PDPN	0.0
PDYN	0.0
BCL2L10	0.0
PDZK1IP1	0.0
PDZRN3	0.0
PDZRN4	0.0
BCHE	0.0
BEND3	0.0
PEBP4	0.0
BBOX1	0.0
BATF2	0.0
BATF	0.0
SGCZ	0.0
BARX1	0.0
BARHL1	0.0
ZIC1	0.0
BAHCC1	0.0
ZIC2	0.0
SFTPD	0.0
ZIC3	0.0
PGA5	0.0
PEG3	0.0
ZDHHC22	0.0
SH3GL2	0.0
SH3GL3	0.0
PAX2	0.0
PAX5	0.0
PAX7	0.0
BOK	0.0
PCARE	0.0
BMX	0.0
SHH	0.0
PCDH10	0.0
PCDH17	0.0
PCDH20	0.0
MPPED1	0.0
BMP7	0.0
PCK1	0.0
SHC3	0.0
SHC2	0.0
SHANK3	0.0
BIRC7	0.0
PCP4	0.0
PCSK1	0.0
BICC1	0.0
PDC	0.0
BHMT2	0.0
BHLHE41	0.0
BHLHE23	0.0
BHLHA15	0.0
PDE1C	0.0
PDE3A	0.0
OTX2	0.0
C3orf80	0.0
C10orf120	0.0
OTP	0.0
OR5C1	0.0
OR5D13	0.0
OR5D14	0.0
OR5D16	0.0
OR5F1	0.0
OR5G3	0.0
OR5H15	0.0
OR5H6	0.0
OR5H8	0.0
OR5I1	0.0
OR5J2	0.0
OR5K1	0.0
OR5B3	0.0
OR5K3	0.0
OR5L1	0.0
OR5L2	0.0
OR5M1	0.0
OR5M3	0.0
OR5M9	0.0
OR5P2	0.0
OR5P3	0.0
OR5T1	0.0
OR5T3	0.0
OR5V1	0.0
OR5W2	0.0
OR6A2	0.0
OR5K4	0.0
OR6B3	0.0
OR5B2	0.0
OR5AL1	0.0
OR51I1	0.0
OR51I2	0.0
OR51J1	0.0
OR51Q1	0.0
OR51T1	0.0
OR51V1	0.0
OR52A5	0.0
OR52B4	0.0
OR52B6	0.0
OR52D1	0.0
OR52E1	0.0
OR52E2	0.0
OR5B17	0.0
OR52E5	0.0
OR52E8	0.0
OR52I1	0.0
OR52J3	0.0
OR52K2	0.0
OR52L1	0.0
OR52M1	0.0
OR52R1	0.0
OR52Z1	0.0
OR56A3	0.0
OR56A5	0.0
OR5AC1	0.0
OR5AC2	0.0
OR52E6	0.0
OR6C1	0.0
OR6C2	0.0
OR6C3	0.0
OR9A2	0.0
OR9A4	0.0
OR9G4	0.0
OR9G9	0.0
OR9I1	0.0
OR9K2	0.0
OR9Q2	0.0
SLC14A2	0.0
ORM1	0.0
SLC13A2	0.0
SLC13A1	0.0
C11orf86	0.0
OR8U9	0.0
C11orf53	0.0
C10orf99	0.0
OSR1	0.0
OSR2	0.0
SLC10A6	0.0
OTC	0.0
OTOF	0.0
OTOG	0.0
OTOGL	0.0
OTOL1	0.0
OTOP2	0.0
OTOR	0.0
OTOS	0.0
C11orf52	0.0
OR8U8	0.0
OR8U3	0.0
OR8U1	0.0
OR6C70	0.0
OR6C76	0.0
OR6F1	0.0
OR6K2	0.0
SLC15A5	0.0
OR6K6	0.0
OR6N1	0.0
OR6N2	0.0
OR6P1	0.0
OR6S1	0.0
OR7A10	0.0
OR7A5	0.0
OR7C2	0.0
OR7D2	0.0
OR7E24	0.0
OR7G1	0.0
OR7G3	0.0
OR8B12	0.0
OR8B3	0.0
OR8G5	0.0
OR8H3	0.0
OR8J1	0.0
OR8J2	0.0
OR8K1	0.0
OR8K3	0.0
OR8K5	0.0
OR8S1	0.0
C10orf71	0.0
CCNO	0.0
RIIAD1	0.0
SMOC2	0.0
UGT2B28	0.0
UGT3A2	0.0
GPR148	0.0
KLHDC8A	0.0
CNTNAP4	0.0
KLHL1	0.0
GPR143	0.0
KLHL14	0.0
TFF3	0.0
CNTNAP3C	0.0
GPR139	0.0
STH	0.0
DKK1	0.0
DKKL1	0.0
CNTN5	0.0
GPR12	0.0
KLHL38	0.0
KLHL41	0.0
CNTFR	0.0
CNRIP1	0.0
KLK1	0.0
GPR156	0.0
UGT2B15	0.0
UGT2B11	0.0
KLF18	0.0
KIR2DL2	0.0
COL17A1	0.0
KIR2DS1	0.0
GPR4	0.0
STK32B	0.0
GPR39	0.0
KIR3DL3	0.0
KIRREL1	0.0
DIRAS1	0.0
GPR32	0.0
STC2	0.0
KISS1	0.0
GPR20	0.0
COL13A1	0.0
COL12A1	0.0
UGT2B10	0.0
COL11A1	0.0
GPR182	0.0
DIRAS3	0.0
KLF15	0.0
GPR17	0.0
KLF17	0.0
KITLG	0.0
KLK12	0.0
KLK13	0.0
KLK14	0.0
UMOD	0.0
STARD13	0.0
KPNA7	0.0
TGIF2LY	0.0
KPRP	0.0
TGM3	0.0
KRBOX1	0.0
DLX2	0.0
KREMEN2	0.0
TGM4	0.0
DLX1	0.0
CNGB1	0.0
KRT12	0.0
KRT13	0.0
KRT14	0.0
KRT16	0.0
CNGA3	0.0
KRT19	0.0
KRT2	0.0
KRT20	0.0
TGM6	0.0
TGM7	0.0
CNGA4	0.0
GPR42	0.0
TGIF2LX	0.0
KNCN	0.0
KLK15	0.0
KLK3	0.0
KLK4	0.0
KLK5	0.0
KLK6	0.0
KLK7	0.0
KLK8	0.0
KLK9	0.0
KLLN	0.0
STC1	0.0
KNDC1	0.0
STATH	0.0
TSBP1	0.0
GPHB5	0.0
TGFB2	0.0
GPD1	0.0
KLRF2	0.0
DLK1	0.0
KLRG2	0.0
ULBP3	0.0
CNNM1	0.0
DLL4	0.0
KLRC3	0.0
KRT27	0.0
GPR6	0.0
GPR78	0.0
KCNS2	0.0
TEX26	0.0
KCNS3	0.0
KCNT2	0.0
KCNU1	0.0
KCNV1	0.0
CPA2	0.0
CPA1	0.0
UBQLN3	0.0
GSG1L2	0.0
TEX28	0.0
GSDMC	0.0
UBTFL1	0.0
GRXCR2	0.0
KCTD8	0.0
DHRS7C	0.0
UCHL1	0.0
TEX33	0.0
UCMA	0.0
GRP	0.0
TEX36	0.0
TSPAN11	0.0
GSTA1	0.0
CPA3	0.0
GSTA3	0.0
KCNJ12	0.0
STYXL2	0.0
KCNJ18	0.0
KCNJ2	0.0
KCNJ4	0.0
KCNJ5	0.0
KCNJ6	0.0
KCNJ8	0.0
GSTT2B	0.0
GSTT2	0.0
GRM8	0.0
KCNK12	0.0
KCNK18	0.0
KCNK2	0.0
KCNK3	0.0
KCNK4	0.0
TEX13B	0.0
DGKI	0.0
TEX13D	0.0
GSTA5	0.0
CPA6	0.0
STXBP5L	0.0
KCNK16	0.0
GRM5	0.0
COLCA2	0.0
GRM3	0.0
GPT	0.0
DIO3	0.0
TEX55	0.0
GPRIN2	0.0
GPRC6A	0.0
DIPK1C	0.0
KIF25	0.0
TFAP2A	0.0
KIF26A	0.0
TFAP2B	0.0
COL26A1	0.0
COL23A1	0.0
KIF4A	0.0
GPR87	0.0
GPR84	0.0
GPR83	0.0
KIF5B	0.0
COL21A1	0.0
KIF7	0.0
STMN2	0.0
KIFBP	0.0
TFAP2C	0.0
COL22A1	0.0
UGT2A3	0.0
GPX5	0.0
TEX51	0.0
KHDC1L	0.0
TEX43	0.0
COL8A2	0.0
GRK1	0.0
GRIN3A	0.0
GRIN2B	0.0
COL6A5	0.0
STRA8	0.0
GRIN1	0.0
GRIK3	0.0
TEX53	0.0
GRIFIN	0.0
GRIA2	0.0
GRHL3	0.0
GREM1	0.0
KIAA1549L	0.0
STOX2	0.0
KIAA1755	0.0
GRB14	0.0
COL3A1	0.0
KIF12	0.0
STOML3	0.0
GRID2	0.0
KRT3	0.0
KRT31	0.0
KRT33A	0.0
GLT6D1	0.0
GLT1D1	0.0
CMA1	0.0
TICAM1	0.0
TICAM2	0.0
SSX5	0.0
SSX4B	0.0
SSX4	0.0
CLVS2	0.0
IAPP	0.0
LARGE1	0.0
SSX3	0.0
UNC45B	0.0
UNC5A	0.0
GLRB	0.0
GLRA3	0.0
SSX2B	0.0
GLRA2	0.0
SSX2	0.0
UNC5C	0.0
LATS2	0.0
UNC13C	0.0
TRPC4	0.0
LAMP5	0.0
GLYATL1B	0.0
CNFN	0.0
GNG14	0.0
ST8SIA2	0.0
GNG12	0.0
ST6GALNAC5	0.0
THPO	0.0
GNAT2	0.0
LACRT	0.0
LACTBL1	0.0
UNC13A	0.0
TRNP1	0.0
GNAT1	0.0
ST14	0.0
DNAJB1	0.0
LALBA	0.0
GNA14	0.0
THSD7B	0.0
DNAJB8	0.0
LAMB1	0.0
GMNC	0.0
TRPC7	0.0
GLYATL3	0.0
CMTM5	0.0
SSTR5	0.0
CLRN2	0.0
CLRN1	0.0
GJB3	0.0
LDB2	0.0
LDB3	0.0
GJB1	0.0
GJA5	0.0
GJA4	0.0
LDLRAD2	0.0
DNMT3L	0.0
SSMEM1	0.0
GIP	0.0
LCT	0.0
LENEP	0.0
DNTT	0.0
GIMD1	0.0
CLEC4G	0.0
CLEC4F	0.0
CLEC4E	0.0
CLEC4D	0.0
LEUTX	0.0
GHSR	0.0
GHRHR	0.0
LGALS12	0.0
CLEC9A	0.0
KSR2	0.0
GJE1	0.0
GKN1	0.0
LBHD2	0.0
CLPSL2	0.0
SSTR2	0.0
LCE1C	0.0
LCE1E	0.0
LCE2C	0.0
LCE3A	0.0
LCE3B	0.0
GLIS1	0.0
LCE3C	0.0
UNC93A	0.0
CLPSL1	0.0
GLI2	0.0
DNASE2B	0.0
LCN1	0.0
DNER	0.0
GKN2	0.0
LCN2	0.0
LCN6	0.0
LCN8	0.0
LCN9	0.0
LCNL1	0.0
UNC5D	0.0
ST8SIA3	0.0
KRTDAP	0.0
THEGL	0.0
KRT86	0.0
KRT9	0.0
TRPV4	0.0
KRTAP1-1	0.0
KRTAP1-3	0.0
KRTAP1-4	0.0
KRTAP1-5	0.0
KRTAP10-1	0.0
GOLGA8S	0.0
KRTAP10-10	0.0
KRT85	0.0
KRTAP10-11	0.0
KRTAP10-4	0.0
KRTAP10-5	0.0
KRTAP10-6	0.0
DMRT3	0.0
KRTAP10-7	0.0
KRTAP10-8	0.0
KRTAP10-9	0.0
KRTAP12-1	0.0
KRTAP12-2	0.0
KRTAP12-4	0.0
KRTAP10-12	0.0
DMRTA2	0.0
KRT84	0.0
KRT81	0.0
KRT33B	0.0
KRT34	0.0
KRT35	0.0
KRT36	0.0
DLX5	0.0
KRT37	0.0
DLX6	0.0
GOT1L1	0.0
KRT39	0.0
KRT4	0.0
KRT83	0.0
KRT40	0.0
KRT6A	0.0
KRT6C	0.0
CNGA2	0.0
KRT74	0.0
KRT76	0.0
KRT77	0.0
KRT78	0.0
KRT79	0.0
TH	0.0
TRPV5	0.0
KRT5	0.0
KCNJ11	0.0
KRTAP13-3	0.0
KRTAP15-1	0.0
KRTAP4-8	0.0
KRTAP4-9	0.0
GOLGA6B	0.0
KRTAP5-3	0.0
KRTAP5-4	0.0
KRTAP5-5	0.0
KRTAP5-6	0.0
KRTAP6-1	0.0
KRTAP6-2	0.0
DNAAF3	0.0
KRTAP4-7	0.0
KRTAP6-3	0.0
KRTAP9-1	0.0
KRTAP9-2	0.0
KRTAP9-3	0.0
DNAAF6	0.0
KRTAP9-4	0.0
KRTAP9-7	0.0
GNRH2	0.0
KRTAP9-9	0.0
THEG	0.0
CNGA1	0.0
KRTAP7-1	0.0
KRTAP13-4	0.0
GOLGA6C	0.0
KRTAP4-1	0.0
KRTAP17-1	0.0
KRTAP19-6	0.0
DMRTB1	0.0
KRTAP19-7	0.0
KRTAP19-8	0.0
KRTAP2-1	0.0
KRTAP2-2	0.0
KRTAP2-3	0.0
KRTAP2-4	0.0
KRTAP20-1	0.0
KRTAP4-11	0.0
KRTAP20-3	0.0
KRTAP22-1	0.0
GOLGA6L6	0.0
KRTAP22-2	0.0
KRTAP25-1	0.0
GOLGA6L1	0.0
KRTAP27-1	0.0
STAB2	0.0
GOLGA6D	0.0
KRTAP3-2	0.0
KRTAP3-3	0.0
KRTAP21-3	0.0
LGALS13	0.0
KCNIP3	0.0
GSX2	0.0
CTRB2	0.0
HNRNPCL4	0.0
HNRNPCL3	0.0
HNRNPCL2	0.0
DAB2IP	0.0
IL13	0.0
TBX15	0.0
IL13RA2	0.0
HNF4A	0.0
HMX1	0.0
TBX18	0.0
TXNDC8	0.0
IL17F	0.0
TBX2	0.0
IL17RD	0.0
HMGCS2	0.0
IL1F10	0.0
HMGCLL1	0.0
TBX22	0.0
IL1RAPL1	0.0
IL1RAPL2	0.0
IL11	0.0
CYYR1	0.0
TBL1Y	0.0
CYTL1	0.0
IGSF10	0.0
HOXB1	0.0
IGSF21	0.0
HOXA5	0.0
HOXA2	0.0
IGSF23	0.0
HOXA13	0.0
HOXA11	0.0
CYP4X1	0.0
HORMAD1	0.0
HMGB4	0.0
TBC1D3H	0.0
CYP4Z1	0.0
TAFA5	0.0
TBC1D9	0.0
CYP8B1	0.0
CTSG	0.0
CTSE	0.0
TAFA4	0.0
CYS1	0.0
TAFA3	0.0
TUBA3C	0.0
TBC1D3K	0.0
TBX3	0.0
IL20RA	0.0
TYRP1	0.0
TAAR9	0.0
TAAR8	0.0
TAAR6	0.0
DCANP1	0.0
CTAG1B	0.0
CT55	0.0
TAAR5	0.0
TAAR2	0.0
DCD	0.0
CT47B1	0.0
DBX2	0.0
CT47A9	0.0
CT47A6	0.0
DCDC2C	0.0
CT47A5	0.0
SYTL5	0.0
TCF24	0.0
IMPG1	0.0
HHIP	0.0
CT47A4	0.0
CT47A3	0.0
CT47A2	0.0
CT47A8	0.0
HOXB6	0.0
HJV	0.0
HK3	0.0
DAO	0.0
IL22RA2	0.0
DAOA	0.0
TBX5	0.0
IL25	0.0
TTLL8	0.0
TBXT	0.0
DAZ1	0.0
DAZ2	0.0
DAZ3	0.0
DBH	0.0
IL34	0.0
IL36G	0.0
IL36RN	0.0
IL37	0.0
DAZ4	0.0
TCEAL6	0.0
TAC1	0.0
IL6	0.0
DAZL	0.0
CTAGE1	0.0
CTAG2	0.0
IL36B	0.0
CT47A12	0.0
HOXB8	0.0
IGLL5	0.0
CYP11B2	0.0
TAS2R1	0.0
TAS1R2	0.0
CYP19A1	0.0
CYP1A1	0.0
CXCL6	0.0
HSPB8	0.0
HSPB7	0.0
HSPB6	0.0
TBATA	0.0
TAS1R1	0.0
CXCL3	0.0
CYP26B1	0.0
CXCL2	0.0
HSPA13	0.0
HSD3B2	0.0
HSD3B1	0.0
CXCL17	0.0
CXCL14	0.0
IFNA10	0.0
HSD17B3	0.0
TAT	0.0
HTR1A	0.0
TAS2R16	0.0
HTR2A	0.0
TAS2R46	0.0
TAS2R50	0.0
TUBB8	0.0
CYLC1	0.0
TAS2R41	0.0
TAS2R7	0.0
ICOS	0.0
ID1	0.0
HTRA3	0.0
TAS2R8	0.0
IFNA13	0.0
TAS2R9	0.0
CXorf51A	0.0
TAS2R40	0.0
HTR4	0.0
TAS2R39	0.0
TAS2R38	0.0
HTR3E	0.0
HTR3D	0.0
HTR3B	0.0
HTR3A	0.0
HTR2C	0.0
HTR5A	0.0
IFNA16	0.0
TBC1D21	0.0
IFNA17	0.0
TBC1D3F	0.0
CYP4F2	0.0
TBC1D3G	0.0
IGF2	0.0
TUBAL3	0.0
CTXND2	0.0
HPCA	0.0
HOXD8	0.0
CTXN3	0.0
HOXD3	0.0
CYP4A22	0.0
HOXD12	0.0
HOXD11	0.0
IGFBP5	0.0
HOXD10	0.0
HOXC9	0.0
HOXC6	0.0
CTXN2	0.0
HOXC4	0.0
IGFN1	0.0
HOXC11	0.0
IGLL1	0.0
IGFBP1	0.0
HOXC10	0.0
HPX	0.0
CUL4B	0.0
IFNA21	0.0
IFNA4	0.0
IFNA6	0.0
IFNA7	0.0
CCNP	0.0
HS6ST2	0.0
CXCL12	0.0
IFNE	0.0
HS3ST6	0.0
HS3ST5	0.0
HR	0.0
CXCL11	0.0
HS3ST4	0.0
CYP39A1	0.0
CXCL1	0.0
HRH3	0.0
CWH43	0.0
CUX2	0.0
TBC1D28	0.0
TWIST1	0.0
TWIST2	0.0
HRC	0.0
IFNL3	0.0
CT47A11	0.0
CT47A10	0.0
INHA	0.0
TEKT1	0.0
DEFB116	0.0
DEFB119	0.0
DEFB121	0.0
IZUMO1R	0.0
IZUMO3	0.0
CRHBP	0.0
HABP2	0.0
DEFB124	0.0
DEFB125	0.0
DEFB126	0.0
DEFB129	0.0
DEFB130A	0.0
H2BW2	0.0
DEFB130B	0.0
TEKT4	0.0
UBE2U	0.0
TEKT5	0.0
TENM3	0.0
DEFB131A	0.0
SUN5	0.0
DEFB115	0.0
DEFB113	0.0
DEFB110	0.0
SUSD5	0.0
DEFB106A	0.0
DEFB106B	0.0
ITGB1BP2	0.0
ITGB3	0.0
CRKL	0.0
ITGB6	0.0
HAPLN4	0.0
TEK	0.0
HAPLN2	0.0
HAPLN1	0.0
CRB2	0.0
HAO2	0.0
ITIH6	0.0
ITLN1	0.0
ITLN2	0.0
HAND2	0.0
DEFB107A	0.0
DEFB107B	0.0
CRISPLD1	0.0
DEFB108B	0.0
CRISP3	0.0
CRISP2	0.0
SVOP	0.0
TSPY8	0.0
DEFB134	0.0
