	CD4 minus TA in CFS vs CD4 minus TA in Healthy
GPR83	0.030671000000000004
CNIH2	0.030717799999999996
BEND2	0.030780100000000005
DOCK1	0.0307834
GNA14	0.030785999999999994
PRR36	0.0308433800000001
ZNF618	0.03087420000000002
COL10A1	0.0308975
SIM1	0.03092217
WFDC3	0.031032120000000107
INHBA	0.03105708
MINDY4B	0.0310736
TENM2	0.0311354
PPP1R3G	0.0312741
CATSPERD	0.0312764
ABLIM3	0.0312778369999999
OTUD3	0.03136899999999998
SPOCK3	0.03155995
UNC13B	0.03163893311749991
CNGB3	0.0316398099999999
EFHD1	0.03174080000000057
UROC1	0.0317517
DHX33	0.03183699999999989
MORN2	0.03184100000000001
PTPRB	0.0319763
DGKB	0.032075600000000114
PCGF5	0.032086862220602086
CNTN6	0.0321376
ANKRD34C	0.03219774
XK	0.0323944
RIOX1	0.032500000000002416
ANXA10	0.0325473
RBM24	0.0326514
G6PC2	0.032791442000000004
PPEF1	0.033121876
YJEFN3	0.033270999999999995
CCDC196	0.0333075
COL4A6	0.033407272808054
TTC9B	0.0334194
GLP2R	0.0334276
DYNAP	0.03345099999999995
DPPA2	0.0334536
CACNG3	0.033477
S100A5	0.033521000000000245
XIRP1	0.0335649
GPR150	0.03360999999999992
SPNS2	0.033858
DYNLL2	0.033930000000000016
METTL21C	0.0339863
CCDC171	0.034048100000000026
TNFAIP8L3	0.03408199999999997
IER5L	0.03414000000000006
GAL3ST2	0.0341687
GDAP1L1	0.0342116
RIMS1	0.034372299999999995
KLF15	0.0344067
PTHLH	0.03440940000000001
RP1	0.03442164
NAV1	0.034438200000000085
TCF23	0.034485000000000016
GALR3	0.0346095
GPR12	0.03461366
RNF122	0.03469599999999995
VASN	0.03470392
ACSM1	0.0348193
STXBP6	0.034869700000000003
PRAMEF1	0.0349308
FAM9C	0.034944845359999976
KBTBD12	0.0351408
H3C15	0.0352001
H3C14	0.0352001
SLC2A10	0.035269600000000005
NOS1AP	0.0353288999999999
PARM1	0.0354362
SLC22A5	0.03552610000000023
CECR2	0.035601388554098
HS3ST2	0.035698099999999997
SIAH3	0.035730299999999965
DUS4L	0.03573909999999891
RTL5	0.03577710000000012
PIK3C2G	0.0358237
AKR7A3	0.0358252
SLC51B	0.0359487
VPS13B	0.03597139999999577
PPP1R1A	0.0359791
SNTN	0.03615499999999999
CREB3L2	0.03618589690774776
CLEC4E	0.03622479999999999
SLC36A3	0.03623189999999999
HROB	0.036259611326099894
F11	0.0362858
NPAP1L	0.0364071
MEFV	0.036482931745200176
PTPN21	0.03648349999999999
GRM4	0.036491880000000004
CPNE9	0.03650160000000001
FILIP1	0.036551
CCDC190	0.03655979999999999
PSCA	0.0366598
C5orf49	0.0366598
SYDE1	0.0366692
NAT8	0.0367119
LCT	0.0367397
BAAT	0.0367519
TCN2	0.03676149999999989
AOPEP	0.03680899999999898
TACR1	0.036865
NKAIN3	0.0369317
TRIM58	0.03710599999999997
KIF26A	0.0372238
ATP6V0A4	0.0372316
LIX1	0.03724620000000001
ACOT6	0.0373512
PRLHR	0.03738899999999999
FZD8	0.0375213
LGALS4	0.03756680000000007
CILP	0.0375876
SORCS2	0.037684
USP6	0.03770240014061904
RASSF8	0.037724850000000004
ELMOD1	0.03773070000000002
HHIP	0.03774062
USP9Y	0.03784744999999999
LHFPL2	0.0379258999999999
SPACA3	0.0379768
PLEKHG4B	0.0382257899999999
TUBB6	0.03835919999999998
OPN1LW	0.0384525374349999
PLA2G2D	0.03846279999999999
RASL11B	0.038481996429999915
ASCL1	0.0387831
KCNS1	0.0388507
AMH	0.039064400000000096
TBC1D21	0.0390873
TCF21	0.0391232
MTRNR2L7	0.03914960000000001
CCN4	0.0391623
SLC6A4	0.039191929763
TDRD12	0.03934180000000004
RHOJ	0.0393553
LIPM	0.0394649
EBLN1	0.039492
ADORA3	0.0395894
PRDX4	0.039597399999994565
MCCD1	0.039638
AGBL1	0.039729400000000005
NKAPL	0.03975689999999999
PDPN	0.03976019999999999
MISP	0.0397657
NDNF	0.039847300000000085
PITPNA	0.03989919708648415
KRTAP5-8	0.040006
SLC7A13	0.040140800000000004
GP1BA	0.0401437
R3HDML	0.040204800000000006
DMBX1	0.04022105000000002
GLDC	0.04026250299999999
PRSS36	0.04033080000000011
SHOC1	0.04042499658683
TRIM45	0.040509886000000064
LRRC9	0.04055666
RTBDN	0.0405614
TCEAL5	0.0406025
AADACL3	0.04063649999999999
SERPINB10	0.040798
SMIM33	0.040915000000000035
GLIS2	0.04091504
ADRB1	0.0409666
NDST4	0.0410124
C1orf116	0.04112292
ZDHHC11B	0.04114099999999998
FBLN2	0.041150900000000074
CASTOR3	0.04123633780000091
GAGE1	0.041337479836
NRXN3	0.041422999999999904
OR4D1	0.041520400000000006
C11orf95	0.041608000000000006
PPIC	0.0416371
UBXN6	0.04179499999999958
DDX53	0.041849700000000004
TANC1	0.041896300000000025
BOC	0.041898189999999995
SLC30A10	0.042295200000000005
AGBL4	0.042360400000000006
SLC16A11	0.042469487230639924
RANBP17	0.04287958000000003
H1-7	0.04290970000000001
CFAP69	0.042940099999999926
PJA1	0.04299700000000328
OTOF	0.043012689999999965
COL25A1	0.04304240000000009
RASD1	0.04306089999999999
CHAD	0.0431643
DRICH1	0.04323450000000004
ADAMTSL4	0.0435366999999999
NPIPA8	0.04355560000000001
OR51E2	0.043709
NTRK3	0.04376389999999991
C3orf20	0.0439252
LUZP2	0.04395797227
AK4	0.043969852075957494
ROBO4	0.04399201
FAM81B	0.04400130000000001
FAM240B	0.04405529999999999
MMP19	0.0440647
FBXO40	0.04412399999999998
RBPMS2	0.0442556
LRRD1	0.04435789999999999
KLK1	0.0445866
NR2C2	0.04499114999999776
H2AB2	0.045132000000000005
NHSL1	0.045187582289890005
TACC2	0.04533619999999994
AZU1	0.04536440000000001
CRYBB2	0.0455563
GPR33	0.0456375
LRRC55	0.04569119
SCN5A	0.045798359999999996
GOLGA8N	0.04584159999999987
NPPC	0.0459455
ULBP1	0.04599099999999999
IL3	0.0459972
CDRT15L2	0.046101
ADCY6	0.0466237
HRK	0.04666609999999993
MEX3D	0.04676380000000002
TTC21A	0.046795906336877136
PPFIA4	0.04687543
SH3BGR	0.04694409999999993
MYO15A	0.04710863391089992
C4orf50	0.04726976999999999
KRT24	0.0475251
ARL9	0.0475474
ZNF860	0.047582299999999994
S100A2	0.047618999999999856
SPARC	0.04765644
ADGB	0.047658799999999994
DNAH10	0.04766671999999994
LIN28A	0.0476733
TXNDC2	0.0477473
C6orf163	0.047872000000000026
KRT222	0.047894
CGAS	0.047913999999996904
ASPHD1	0.048084000000000016
APOBR	0.04812729386000014
STRIT1	0.0481551
ECRG4	0.04816730498148036
ADCY1	0.04834502999999991
GH1	0.048651799999999995
DPYSL4	0.04867368000000005
RCN3	0.048699472180000036
NECTIN4	0.0488076
GRM6	0.04908299999999999
IRX5	0.0491253
DPF1	0.04913050000000001
SYT17	0.049196299999999915
PODN	0.0492499
S100Z	0.04929909999999996
SDSL	0.049312299999999906
FAM227A	0.04932900000000001
SLC4A9	0.04933009999999999
VWC2L	0.04941836
ZNF674	0.04943000000000053
TFF2	0.049470000000000125
MFAP3L	0.04967359599999999
HSD17B3	0.04969
CABP7	0.049726999999999966
ARHGAP20	0.0500081
TET1	0.050027000000000044
PHLDA2	0.050052000000000096
CNPY1	0.0500607
SBSPON	0.05009480000000002
ROR1	0.05025407
TEKT4	0.050286199999999996
DNMT3B	0.05032190170000003
PLA2G2C	0.050470000000000015
SPATA22	0.0505863
CCDC148	0.05064000000000002
SLC25A20	0.050659997882064545
PBOV1	0.05075529999999999
MACC1	0.05077476
ZNF556	0.05085799999999999
PLEKHH3	0.05087380000000001
PRXL2A	0.0508981067973302
SLC36A2	0.05101
ANP32D	0.0513335
RGS11	0.0513588
PKD1L3	0.05138119000000001
GLRA3	0.0514346
ODAPH	0.05143740000000002
DMAC2L	0.05181719999999679
TAS2R4	0.051884499999999986
TPSB2	0.05193900000000001
TENM4	0.05213901000000001
CDH15	0.0523564
STMND1	0.05242060000000004
SIX4	0.0526112
LPAR1	0.0526397
SHROOM3	0.052747100000000005
GABRG3	0.05283659999999999
ZIM3	0.052965499999999985
HEYL	0.0531425
PAPSS2	0.053229999999999986
ITGB8	0.05327189999999998
ADCY8	0.0533186
SLC22A9	0.0533577
BMP6	0.0534375
MAGI2	0.0535554161153701
OR2AE1	0.053642300000000004
SYCP2L	0.053798200000000004
SFTPC	0.0538102
ANGPT4	0.053814799999999996
CTSE	0.0539492
KCNE5	0.0540024
C10orf53	0.0540884
ZNF454	0.0541048
FAM181B	0.0541068
OBSL1	0.054170690000000105
LRRC34	0.05420947550000016
GRIN3A	0.054269599999999994
GAS2	0.0542709
NCR3LG1	0.054273100000000005
CLCN1	0.0542841
CCNO	0.0543363
TLR7	0.05436279999999999
ANGPTL1	0.0545148
CXorf49	0.0545601
CXorf49B	0.0545601
CARNS1	0.054608249279999965
EYA4	0.05484950000000001
RAET1G	0.055041
SPAG6	0.05535
NFAM1	0.05540489999999999
CHRNE	0.055483599999999994
GOLGA7	0.05562800000001289
LILRB5	0.05586596999999998
GABRA1	0.055896299999999996
ACSM6	0.0560659
DMRT2	0.0560941999999999
CXCR2	0.056143200000000004
CYP11A1	0.05619459999999999
CRLF1	0.05622700000000003
DAOA	0.056310799999999994
DISP3	0.05638148
SAMD7	0.056394516944329995
TMSB4Y	0.056584
KCNJ8	0.0567548
CREB3L1	0.05676220000000004
RGS20	0.0569003
GALNT18	0.0569665
EXD1	0.05700179999999999
SPRR3	0.0570373
ERICH5	0.057049000000000016
CGB3	0.0571171
COL9A1	0.057220200000000006
CRYM	0.0573558
CLDN10	0.0573671
TSHZ3	0.05758146000000003
IHO1	0.05759969999999998
HSFX2	0.057758581698900004
TGM4	0.05779394000000001
GIGYF1	0.057869999999999866
KCNAB1	0.05806712999999997
KCNH8	0.0581190287806999
ZNF720	0.0581239999999994
AQP6	0.05829160000000001
CA9	0.0584044
CEP126	0.058438700000000066
TLR10	0.0584667203
GNRHR	0.058544299999999994
CALML5	0.0585897
MSS51	0.058655999999999986
PROK1	0.058679
TRIM46	0.058717560100099764
SATB2	0.0587356
GDF7	0.05878340000000001
CLDN19	0.059030799999999994
TCAP	0.05922230000000009
LDHD	0.059232799999999974
TINCR	0.05926099999999995
SMAD9	0.059334472
PTF1A	0.0594141
TYRO3	0.05945349999999994
CD8A	0.059485200000001015
TDRD1	0.0595158
C12orf54	0.0595478
SEC14L5	0.05970600000000001
SEZ6L	0.0597203
SLC26A3	0.0597312
EPHA8	0.0598087
GBGT1	0.059956499999999996
GABRG2	0.0599599
PNMA1	0.060000000000002274
ATOH8	0.06002344
CGB5	0.0601364
CBLL2	0.0602021
DNAJC5B	0.060335700000000006
JCAD	0.06049035
DENND2A	0.06055000000000002
KLF1	0.06055049999999999
RNF165	0.0607542
COL7A1	0.060778030000000004
MT1M	0.0612158
KRTAP5-10	0.0612814
PRND	0.061285200000000005
RET	0.061294899999999895
GFI1B	0.0613031
GJA9	0.061309700000000016
RARB	0.06131387000000002
DRC7	0.0613784
MARCHF10	0.061446027378699974
PARP2	0.06168599200000102
CCDC80	0.061722
CAV2	0.06193179999999998
SGK2	0.0620252
TMPRSS11E	0.0620792
TMPRSS7	0.06209559999999999
HSFY1	0.062179
TPBG	0.06249500000000002
SULF1	0.062498700000000004
FMO3	0.06255100000000008
PRDM12	0.0626189
SRL	0.0627285
FZD7	0.0628016
SYNGR1	0.06283879999999997
ARHGEF17	0.06305975
KRT74	0.063357
IRS1	0.06358920000000001
DACT2	0.0636262
NNMT	0.0636947
ANGPTL5	0.06375700000000001
SMOC1	0.06385199999999991
SLC18A1	0.06390155808
CDC42EP1	0.0639396999999999
SHBG	0.06399190225354
P2RY1	0.06401938
PTPRH	0.06424129999999999
CFAP100	0.06427070000000001
CLEC12A	0.0645291
MOCOS	0.0645933
NKAIN4	0.0647001
TNPO2	0.06489694999999962
AKR1B15	0.06490610000000019
HEMGN	0.06505000000000027
IQCA1	0.06508929999999999
BTN1A1	0.0652083
ZDBF2	0.06546199999999969
TAS1R3	0.06548309999999999
SSC5D	0.06551789999999999
KCND3	0.0660285999999999
PCDH12	0.06608600000000009
SLC38A11	0.0660876
GUCA1B	0.06615099999999996
MMP21	0.06633399999999998
NAIF1	0.06645899999999827
DZANK1	0.06660450000000018
PLEKHS1	0.06663119999999989
APPL2	0.06672799999999768
TEAD1	0.0670049
TRIM29	0.067018
CEMIP	0.06728654518060007
PPIAL4G	0.06730199999999997
ZSWIM6	0.06732999999999989
LEXM	0.06741449999999999
ZNF275	0.06742999999999988
CYP2J2	0.06745889999999999
TNNT2	0.06753680000000012
MC2R	0.0676174
PRSS8	0.067687
SLC2A14	0.06769565000000011
GAB1	0.06773950000000001
JPH1	0.0678236
PIGR	0.06794
CDA	0.0680224
CHL1	0.0680241
BEND6	0.06811800000000003
CST6	0.0683639
GATAD1	0.06847119999999762
ADGRD2	0.068718
HSF5	0.06877
FAM8A1	0.0688000000000013
C2orf66	0.0688471
IL17RC	0.06888300000000314
AQP1	0.06904300000000002
GJB7	0.06925579999999999
PNMA3	0.06953730000000005
AQP9	0.0697042
COL16A1	0.06983890000000004
NPC1L1	0.06988483000000001
TRIM66	0.06993991
KAZALD1	0.0699849
KLK14	0.0700769
ZDHHC19	0.0701284000000001
CYP4F8	0.07014930000000001
PROKR1	0.07020199999999999
FGF6	0.070219
SYPL2	0.0702584
QRSL1	0.07028799999999968
IFITM10	0.07033282
INSYN1	0.07034099999999999
HOXA2	0.0704025
ST3GAL4	0.07053799999999999
SNX32	0.07056220000000002
OR6M1	0.0706235
H2AC16	0.07070299999999985
KIF21A	0.0708182142700009
NIPA1	0.07090313062999964
SOX15	0.0709960999999999
ANKDD1B	0.0710092
PPARGC1B	0.07109348397600002
KIAA1522	0.07146951
ARHGEF16	0.07154105100000009
SH3RF2	0.07157970261956001
ITGA11	0.07159800000000001
JPH4	0.07166922
PRRT4	0.071832661
FAM72C	0.0718657
PCDH18	0.0719869
CHIT1	0.07224796930000012
FABP2	0.07227700000000004
PDGFC	0.0722986
TMEM249	0.0724538
GRIA1	0.07248320000000003
PTCD1	0.07263800000000042
PLA2G4D	0.073004
TMEM212	0.07316000000000034
AOC3	0.0732706
CPXM1	0.0733034
PPP1R3D	0.07334999999999958
NAALADL2	0.07348873
PLPP3	0.07349019999999998
C1orf158	0.07353649999999999
PDZD3	0.0736792
ADGRG5	0.07421759999999944
WFIKKN1	0.0742546
SMCO1	0.0742685
POTEC	0.0746028
PCDH9	0.0746263800000001
IQCM	0.07481300000000002
GRID1	0.07482062999999992
LIPN	0.074871
SOGA1	0.074985
DLGAP5	0.0751336880100002
THAP7	0.07520799999999639
ZC3H12C	0.07530368999999999
COL23A1	0.0754006
XAGE5	0.075472
YLPM1	0.07553259999999895
SAG	0.07554060000000001
TLCD3B	0.07562800000000003
PDE11A	0.07585200000000009
SHISA2	0.07589699999999999
MMP13	0.07592850000000001
FXYD3	0.07603379999999998
CCER2	0.0761184
TP73	0.07615907351654999
ZCCHC12	0.0763444
HS3ST1	0.0763529
TPO	0.07644176000000003
LIPK	0.0764912
LORICRIN	0.0764912
CCL14	0.0766684
HIVEP1	0.07672929119999772
CPXM2	0.0769533
FAM71F2	0.0770685
C11orf52	0.0770707
AFF2	0.0773053200879455
ARHGAP39	0.07733145904
LAMB2	0.077333
CEP68	0.0774129999999964
TTLL1	0.077712
MEIS2	0.07777369999999997
CNBD1	0.0779009
SNIP1	0.07797399999999932
NNAT	0.0780253
LRRC26	0.0780253
RAB6B	0.07810570093538904
OIP5	0.07816299999999998
NOC3L	0.07831000000000188
KLHL31	0.07835868
ANO7	0.0783638
ZNF587B	0.07849599999999901
COCH	0.07868510000000001
USP17L1	0.0789299
DAAM2	0.07897627878699999
SPP1	0.0790062
AXDND1	0.0790408
SLAMF9	0.0791175
TECTA	0.07918247000000002
GPX6	0.0792016899999999
NEU4	0.079271
MET	0.07927790000000012
PAGE2	0.0794265
CTAGE6	0.07944699999999999
ZP3	0.07948779999999989
RUSC2	0.08005260000000003
MEGF8	0.08017497900000004
ANKUB1	0.08028419999999997
DCAF4L1	0.0803887
NFE2L3	0.08048599999999873
GPR3	0.0804887
HES7	0.08049440000000001
NUAK1	0.08055232
CYP3A7	0.0805993
TIGD4	0.0806231
PAEP	0.08067299999999994
SLC12A3	0.08068451999999988
BCAS1	0.0810705
TMEM95	0.0811243
ZSCAN5C	0.0812009
SYCP3	0.081227243
CTRC	0.081234
NCKIPSD	0.0813802999999993
SIGLEC15	0.08160099999999995
SPDYE1	0.08185999999999982
SHB	0.08186769999999999
SYNPO2L	0.08189189999999999
BCAM	0.08204999999999996
RAI2	0.08205879999999999
SCX	0.0820906
LAMC1	0.0822479
ALPK2	0.0824925
CYP4A11	0.0825571
PPP1R15B	0.08259999999999934
CDK18	0.08277380000000018
THNSL2	0.08284730000000001
GNGT1	0.08295800000000003
MYO1B	0.08295950060558699
DSP	0.08300279999999999
SVOP	0.08300329999999999
LMTK3	0.0830998
C4orf17	0.08314180000000002
ELFN1	0.08317999999999998
IL1A	0.0832785
NPTXR	0.08357300000000001
CRYAA	0.08361508704239999
CPT1C	0.08366733324559994
OR2C1	0.083758
GRM2	0.0840182
DCD	0.0842365
ADCY10	0.08434038999999999
RFX8	0.08440069999999997
GPR141	0.08448199999999984
LIFR	0.08452140000000001
ZNF723	0.08484100000000001
GPR37L1	0.085266
MZB1	0.08530630000000006
RGPD4	0.0855268
HOOK3	0.08594600000000341
DAW1	0.0860122999999999
DLGAP3	0.08610499999999999
MUC17	0.0862659999999999
ASCL3	0.0863452
FRMPD3	0.08640244000000001
THBS4	0.08643010000000029
NOVA2	0.0865848
TCP11	0.0867246
STAB1	0.0868746
LNP1	0.08692700000000009
TP53TG3C	0.087037
MMP23B	0.08709079999999991
LAMA2	0.08711662050000003
ZNF705A	0.08732141000000015
ANKRD18A	0.08732860000000003
PERM1	0.08751919999999999
ADAMTS8	0.087562
CCNB3	0.08760409999999999
PLXNB3	0.0876332
MYL10	0.08764
RHOXF1	0.0876925
FBXO36	0.0878519000000002
MTPAP	0.08810300000000204
BANF2	0.088198
MAEL	0.0884314
IGLON5	0.08855680000000002
GAL3ST4	0.08865249030730737
ZBTB34	0.08869706452793813
DEGS2	0.08890729999999997
CACNA1B	0.08897160864136
CTNNA2	0.08911600000000001
HOXB6	0.08922499999999997
SHC2	0.0892449
AGMO	0.08931270000000001
METTL22	0.08938310000000094
GOLGA6L9	0.08945019999999992
SHC4	0.08950211999999991
C10orf105	0.08954037
ENDOU	0.0896182999999999
CBSL	0.08976087999999999
ACOX2	0.0897707
TRIM71	0.0898827
UBE2D4	0.0900313999999991
SPDYE4	0.09014300000000003
C1orf210	0.0901651
PRRG2	0.09023999999999999
FBLL1	0.0903032
SLC25A34	0.09038000000000013
PTPRU	0.09041508
SPIDR	0.09072267922028132
KLF9	0.0907300000000002
LRP5L	0.0907676192341329
CA1	0.09096299999999999
GLIS3	0.09120549999999988
BGLAP	0.09123700000000004
KLRC2	0.0912725999999999
NT5M	0.09176790000000046
HMCN2	0.0917813
RAB39A	0.09190899999999998
GCKR	0.09191699999999998
SSC4D	0.09207239999999997
ZBTB12	0.09220571999999999
FAM110B	0.09244600000000003
PPM1L	0.0927036
RHBDF1	0.092787
TSPAN16	0.0930421
INA	0.093171
ZBTB47	0.0939732
PEAK3	0.094028
NPHS1	0.09405648
DHRS3	0.09435399999999561
KIR2DS4	0.09435777370000001
DNAJC5G	0.0944742
MC5R	0.09465219999999999
ERFL	0.09489729999999999
LRRC32	0.09506900000000029
DIP2A	0.09516800000000103
CDYL	0.09533159999999974
FAM163A	0.09537609999999999
H2AB1	0.0954779
ARMS2	0.0956092
GABBR1	0.09570001003130368
DPPA3	0.09582020000000001
RASIP1	0.09585869999999999
ZNF140	0.09596700000000169
USP41	0.0959855
IFRD1	0.0964039106999941
DEF8	0.09662967900000297
SV2C	0.09679059999999999
COPS2	0.09710799999999509
ROBO1	0.09713226999999988
ARTN	0.097135
PRORY	0.09716479999999998
HIGD2B	0.09748059999999999
ATCAY	0.0975862999999999
SSTR2	0.09778400000000004
KREMEN1	0.09780040000000001
SLC29A4	0.09790400000000005
ABCA10	0.0980163800000001
GAR1	0.0983006999999958
APCDD1	0.0983674
ACOT4	0.09844000000000008
CHMP4C	0.09851340000000001
ASZ1	0.098518369622
CLEC18C	0.09858300000000002
ARL6IP4	0.098673400000024
DNAH8	0.098870800721971
PROB1	0.09903400000000001
C1QTNF12	0.0992284
IGSF5	0.09929
CTTNBP2	0.0993216
TMEM59L	0.09934370000000001
ZG16	0.0993578
PSPN	0.09941299999999986
TMEM54	0.09956358
FGD2	0.09966545000000013
SIK1	0.099687
SEMA3G	0.09982180000000002
UNC45B	0.099945
SOCS7	0.09996174000000002
SIM2	0.10007031
VN1R1	0.1001979
LZTFL1	0.10036059999999836
LYNX1	0.10042290000000001
CNGA4	0.10052700000000002
TAS2R3	0.100557
MYCN	0.1006586
BRK1	0.10099999999997067
PAGE4	0.10107
RCVRN	0.1013269
KHDC1	0.10138200000000008
RFTN2	0.10141499999999998
SAPCD2	0.1015829
EFNA5	0.101617
CIBAR1	0.10164020000000007
GADL1	0.10179603999999998
PDE6A	0.10188709881360003
USP35	0.1020039649336999
GPLD1	0.10207999999999995
FAM180B	0.10215299999999998
ATP6V1G3	0.10220204
GGTLC2	0.102247
SLC22A4	0.1023680000000001
BMPR1B	0.10238549999999999
TNS4	0.10242840000000003
CLEC19A	0.102478
PPP1R14C	0.102633
C12orf71	0.102751
OCM2	0.102878
PDGFRL	0.1031198499999998
TAC3	0.103302
TST	0.10337779999999985
LOXL4	0.10356374
SLC2A6	0.10369220000000023
ELF5	0.10379229999999999
MLC1	0.10396345000000018
SHOX	0.10398259999999987
SDS	0.10410610000000001
MT1G	0.10414533999999998
PODXL2	0.10424999999999951
CCL17	0.104265
MSANTD1	0.1045763
GASK1B	0.1047925580236
MS4A14	0.104832
TEX46	0.10483899999999999
ADGRL2	0.10484840000000001
B4GALT2	0.10529097975699997
RASL10A	0.10538929999999991
GALR2	0.105405
PNPLA1	0.10559659999999998
PROS1	0.1056133
ASIC1	0.10570815142739998
F2RL3	0.10579599999999989
IL1B	0.10597225
MOB3B	0.10602509999999998
SYN1	0.1063099999999999
LHX4	0.10653469999999998
PNPLA5	0.1065498
SETD7	0.10661100903869958
PDE6C	0.1066572999999999
ZFHX4	0.1066756
GFRAL	0.10668530000000001
CYP21A2	0.10698923860000004
SLC22A31	0.10700133
PPP1R9B	0.10722700000000018
SH3PXD2A	0.10739571526400005
VSIG10	0.1074832146871012
SDC3	0.1077003
RGS6	0.1077835
ZNF891	0.10785
CDKL4	0.10785729999999999
LAMB4	0.1078992
ENPP3	0.1081106
COL19A1	0.10811550000000003
DAGLA	0.10818708649999999
KIF23	0.10826209957134292
ADH1C	0.10847570000000001
NUTM2E	0.1085412
SIGLEC5	0.10867659999999998
SPTBN4	0.1088724
SERPINB5	0.10954519999999998
MAB21L2	0.109556
P3H2	0.10992210000000013
MAP3K20	0.11013549999999994
CD276	0.11022780999999987
WDR93	0.11124039999999999
PHTF2	0.11143325970000184
RBFOX3	0.11144529999999991
KCNQ5	0.11148753999999972
RAB40A	0.1115009
SPTSSB	0.11150349999999998
EFEMP2	0.11154241199368997
VSIG2	0.11169730000000011
IZUMO1	0.11174300000000004
MINAR1	0.11181390000000001
FAM86B2	0.11192309999999997
PKD1L1	0.1120082
TMEM78	0.112405
PTGS2	0.112504
ABCB5	0.11255270000000009
GPR63	0.11258300000000002
CASKIN2	0.11263930000000011
PM20D2	0.11276999999999937
MAB21L3	0.11278499999999991
H2AC13	0.11280599999999996
GTF2H2C_2	0.11296199999999956
LY86	0.11303300000000005
PTPN14	0.11307999999999999
MOAP1	0.1133000000000024
DNASE1L1	0.11340339999999927
LILRB4	0.1134271381313999
A4GALT	0.113429
PTN	0.113701146662
PPP4R4	0.11377409999999999
ERN2	0.11390644
KLF4	0.11394209999999999
TMEM132E	0.1141769
HORMAD2	0.1142945000000001
GGN	0.1143752
CFHR3	0.11462599999999999
C1QTNF9	0.1146355985177
SERPINE3	0.114658
TM4SF20	0.11519810000000001
SULT6B1	0.11532910000000013
GNG12	0.115556
SIGLEC9	0.11558570000000001
SELENOP	0.11577569999999993
DYNLRB1	0.11595800000000622
DDR2	0.11618469999999997
NACC1	0.11619120000000016
ZDHHC11	0.11625549999999985
FGF17	0.11632088599999993
KLKB1	0.1163659
FPGT	0.11657670000000131
NID1	0.116723
TCTN1	0.11675461474408078
LAMC3	0.11676229999999999
SH2D7	0.1170326
FAM135B	0.11718310000000001
JAGN1	0.117456
GPR85	0.11763149999999999
TANC2	0.11773849299100014
TRAM2	0.11775000000000047
BEGAIN	0.11849009999999988
NIPAL2	0.11852189999999996
MAPK11	0.11852477127270009
CCL16	0.11857080000000009
ADAMTS15	0.118598
PSG2	0.1186135
GAD1	0.118937
FAM171B	0.1191555
NEB	0.11942605
PLAAT1	0.1195
CCDC149	0.11951369999999999
C2orf15	0.11963490000000032
SETBP1	0.119669
C17orf113	0.11970019999999996
NOSTRIN	0.11979269999999992
REEP2	0.11987609999999982
SLC44A3	0.12001399340000007
BAIAP2L1	0.12005759999999999
C1orf87	0.120157
PCDH11X	0.12016158850000011
PRAM1	0.12022219999999995
MRAP	0.120246
ARHGEF28	0.1204356
SPINK1	0.12046
DDIT4L	0.1204971
DBH	0.12055700000000003
NEXMIF	0.12057712000000001
CFAP73	0.12064849999999999
PDAP1	0.12094499999999897
SLC14A2	0.12105099999999996
ELMO3	0.12126439999999994
NR2E3	0.1215823
OR10P1	0.1216886
SEMA3D	0.12169809999999998
CTCFL	0.12186719999999995
ANKRD24	0.12208746099999998
DHRS9	0.12220450000000001
KIF5A	0.12224900000000001
MTMR7	0.1223226999999999
MYT1L	0.12251047000000001
GCSAML	0.12285989999999997
SHLD3	0.12315999999999772
RBP1	0.12333269999999999
MT1F	0.1233434000000031
DCAF1	0.12336000000000169
NKIRAS2	0.1233750000000029
FNDC3B	0.12340170000000006
MTCL1	0.1234557
USP46	0.12351431870460061
DLC1	0.12394676977566604
TP53TG3B	0.12424400000000001
ABTB2	0.12437699999999999
PTPN12	0.1245204000000002
ARPIN	0.1245884000000001
AGRN	0.12464747814400007
ZNF543	0.12464999999999993
ABCG5	0.1254892
CHST13	0.125531
DNAH10OS	0.12584300000000004
RAB9B	0.12594000000000005
ZNF492	0.12608699999999995
RGR	0.12611859999999991
WDR97	0.12616729999999998
LILRA1	0.1263851
ACKR4	0.12650509999999998
PLSCR4	0.126597
MXD3	0.1268631
C19orf81	0.126951
SPRY3	0.1272356
APOBEC4	0.127321
ADAMTS2	0.12734711
PCOLCE2	0.1273483
SLC35E2A	0.12739000000000011
CAMSAP3	0.1275885
PALM3	0.1276411
DNAJC5	0.1276509999999993
EPHB4	0.1277459299999999
SLC23A3	0.12863559999999985
RNF2	0.12866300000000308
FAM187A	0.128775
KCNH3	0.12902900000000006
TOMM20L	0.12934699999999988
CMYA5	0.1295812
SHCBP1L	0.12971870000000002
FAM167B	0.12973450000000003
KIF21B	0.12992686594999991
LIMCH1	0.1302082
TPD52L1	0.1303032999999998
RRAD	0.130682
ZBTB4	0.13090000000000046
SLC47A1	0.13104939524999998
SYNGR3	0.13132380000000077
PAMR1	0.131766
LAMTOR3	0.13177999999999201
MYLK	0.1321424
CLCN5	0.13242150000000003
ZNF334	0.13254789999999989
KIF4A	0.1326368
ANO9	0.1329060000000002
FZD2	0.13302650000000002
C17orf99	0.1330676
PTGES	0.1331159
ANKDD1A	0.13317250000000014
AIFM3	0.1331866
OPN1MW	0.1334605999999999
